id,match_method,match_confidence,footprint_ids,verdict,reason,reviewed_on
113452,T1,high,370218,correct,"370218 range 1115-1143 S Plymouth, 0 m; 6 stories vs 7.7 implied, acceptable with basement.",2026-09-21
113587,T1,high,317953,correct,"317953 at 1240 N Lake Shore, 6 m; 32 stories vs 33.4 implied floors.",2026-09-21
113632,T1,high,321436,correct,"321436 at 1130 N Lake Shore, 14 m; 10 stories vs 10.5 implied; year gap not decisive.",2026-09-21
113706,T1,high,342804,correct,"342804 at 233 E Erie, coordinate inside; 26 stories vs 23.4 implied; footprint name matches.",2026-09-21
113933,T1,high,565317,correct,"565317 range 6929-6939 S Crandon, 3 m; 9 stories vs 7.4 implied floors.",2026-09-21
116534,T1,high,866234,correct,"866234 at 410 E Bowen, 11 m; 20 stories vs 16.7 implied; only small buildings nearby.",2026-09-21
116552,T1,high,873026,correct,"873026 range 4003-4013 S Ellis, 11 m; 5.2 implied floors on unknown stories; adjoining 901-915 E 40th may be a wing.",2026-09-21
117535,T1,high,815733,partial,815733 at 6800 S Stewart is a school piece; adjoining unattached 563504 bears a matching school name; coordinate 189 m off.,2026-09-21
119238,T1,high,835118,correct,"835118 at 2520 N Narragansett, 8 m; single-story 65,515 sq ft vs 64,285 sq ft reported (1.0 implied).",2026-09-21
120083,T1,medium,889940,wrong,"889940 (1940-1950 W 33rd) is 1 story, 7,117 sq ft: 59 implied floors; an outbuilding, not the store; listed neighbors are houses.",2026-09-21
120344,T1,high,146937,correct,"146937 range 4011-4043 N Ravenswood, 1 m; footprint exceeds floor area (1.1 of 3 stories), likely a shared industrial block.",2026-09-21
125859,T1,high,337775,correct,"337775 range 730-756 N Michigan, 13 m; mall floor area fills lower part of the 17-story footprint.",2026-09-21
129920,T1,high,350893,correct,"350893 range 340-350 N Clark, coordinate inside; 8 stories vs 7.2 implied floors.",2026-09-21
131375,T1,high,875336,correct,"875336 range 2816-2844 N Clark, coordinate inside; 3.1 implied floors plausible.",2026-09-21
132117,T1,high,662757,correct,"662757 at 200 W 87th labeled as the store; 1 story x 125,187 sq ft fits; coordinate 138 m off but label decides.",2026-09-21
134779,T1,high,814766,correct,"814766 range 243-245 S Wabash, 3 m; 11 stories vs 11.4 implied; university-labeled footprint.",2026-09-21
134965,T1,high,814498,correct,"814498 at 176 W Washington, footprint name matches; 15 stories vs 15.0 implied floors.",2026-09-21
135103,T1,high,349442,correct,"349442 at 6 W Hubbard, coordinate inside; 8 stories vs 8.2 implied; year gap not decisive.",2026-09-21
137211,T1,high,821223,correct,"821223 range 1601-1603 S Michigan, 1 m; 6 stories vs 8.1 implied, modest excess; no better candidate.",2026-09-21
139602,T1,medium,115105,unsure,"115105 (4539-4541 N Sheridan) holds the number, coordinate inside, but 3 stories gives 10 implied floors; adjoining 3-story Windsor/Wilson blocks could be it.",2026-09-21
140991,T1,high,859046,correct,"859046 range 1519-1529 S State, 3 m, odd side; 11.3 implied floors on unknown stories plausible.",2026-09-21
141524,T1,high,357267,correct,"357267 range 947-949 W Madison, 1 m; 15.5 implied floors on unknown stories; no better candidate.",2026-09-21
156406,T1,high,814543,correct,"814543 range 19-21 N Wabash, 15 m; 5 stories vs 6.5 implied, acceptable with basement.",2026-09-21
157971,T1,high,368657,correct,"368657 range 900-910 S Michigan, 9 m; 19 stories vs 20.2 implied floors.",2026-09-21
158134,T1,high,814348,partial,"814348 at 170 N Dearborn is the Goodman Theatre footprint; adjoining 814435 (150 N Dearborn, same label) unattached; 5.2 implied floors on 3 stories.",2026-09-21
158307,T1,high,825025,correct,"825025 range 718-720 N Larrabee, footprint name matches, coordinate inside; 17 stories vs 12.3 implied.",2026-09-21
158392,T1,high,352493,correct,"352493 at 55 W Wacker, 1 m; 16 stories vs 16.6 implied floors.",2026-09-21
160137,T1,high,364929,correct,"364929 range 600-610 S Canal, 11 m; 12 stories vs 14.0 implied, modest excess.",2026-09-21
160293,T1,high,815144,correct,"815144 at 33 W Ontario, coordinate inside, 58 stories; 35.5 implied floors within capacity.",2026-09-21
161103,T1,high,815091,correct,"815091 range 618-622 S Michigan, 15 m; 10 stories vs 7.3 implied; college-labeled; year gap not decisive.",2026-09-21
161628,T1,high,170815,correct,170815 at 851 W Waveland holds all floor area (2.6 floors on 3 stories); second building not evident.,2026-09-21
165659,T1,high,281900,correct,"281900 range 2028-2058 N Clybourn, coordinate inside; 3.6 implied floors plausible.",2026-09-21
172051,T1,medium,534503,wrong,"534503 at 2601 W 63rd is 1 story, 4,635 sq ft (27.5 implied floors); cannot hold three residential facilities; 4-story 2608-2636 W 63rd opposite.",2026-09-21
172126,T1,high,261860,correct,"261860 range 1340-1350 W Fullerton equals property range, 1 m; 5 stories vs 7.3 implied, modest excess.",2026-09-21
173476,T1,high,81609,correct,"81609 at 2727 W Winona, 21 m; 2 stories vs 1.9 implied floors.",2026-09-21
173812,T1,high,153970,correct,"153970 at 3900 N Pine Grove, 6 m; 9 stories vs 11.2 implied floors.",2026-09-21
173915,T1,high,480877,correct,480877 at 5500 S Shore holds the number; 17 stories vs 21.6 implied; coordinate 53 m off but address decides.,2026-09-21
174200,T1,high,354892,partial,Reports 2 buildings; 354892 (1311-1313 W Randolph) is one; touching 1325 W Randolph unattached would bring floors to 3.1.,2026-09-21
175329,T1,high,882249,correct,"882249 2040-2044 W Belmont exact range, coordinate inside, 3.3 implied floors plausible; neighbors much smaller.",2026-09-21
175347,T1,medium,618990,correct,"618990 at 8001 S Cottage Grove, 4 m; 4.5 implied floors on 2 stories is high, but no larger neighbor.",2026-09-21
175745,T1,high,881838,correct,"881838 at 1340 S Michigan, coordinate inside; 4.5 implied floors on unknown stories plausible.",2026-09-21
175898,T1,high,892994,partial,Reports 4 buildings; only 892994 at 3622 S State attached; development footprints at 4-10 and 16-22 W 37th and 17 W 36th unattached.,2026-09-21
206858,T1,high,837171,correct,"837171 at 3240 N Lake Shore, 1 m; 23 implied floors on unknown stories plausible.",2026-09-21
231536,T1,high,815153,correct,"815153 at 1212 N Wells, coordinate inside, 18 stories; 12.8 implied floors within capacity.",2026-09-21
238747,T1,high,815376,correct,"815376 at 1250 N Dearborn, 2 m, 23 stories; 13.7 implied floors within capacity.",2026-09-21
240122,T1,high,814561,correct,"814561 at 6 N Michigan, footprint name matches; 19 stories vs 17.1 implied floors.",2026-09-21
243345,T1,high,26753,correct,"26753 6301 N Sheridan exact address, bracketed name matches, 25 stories vs 28.0 implied, 16 m from coordinate.",2026-09-21
244340,T1,high,8076,correct,"8076 at 7141 N Kedzie, 14 stories; floor area within capacity; coordinate 47 m off but address decides.",2026-09-21
245071,T1,high,308684,correct,"308684 at 1440 N Lake Shore, labeled with that address, 36 stories; 16.8 implied within capacity.",2026-09-21
250037,T1,high,130428,partial,Reports 2 buildings; 130428 at 4251 N Clarendon attached; adjoining 131400 (877 sq ft) carrying the school label unattached.,2026-09-21
250108,T1,high,536511,correct,"536511 range 6401-6407 S Yale, 12 m; 14 stories vs 15.4 implied floors.",2026-09-21
251319,T1,high,148382,correct,"148382 range 4640-4660 W Irving Park; 1 story x 82,525 sq ft fits 70,790 sq ft; coordinate 183 m off.",2026-09-21
251324,T1,medium,265831,wrong,"265831 at 2315 N Kenmore is a 1,146 sq ft house: 97 implied floors; listed neighbors are all houses.",2026-09-21
251325,T1,high,835525,correct,"835525 2311 N Racine exact address, 0 m from coordinate, 4.6 implied floors; year gap not decisive.",2026-09-21
251391,T1,high,397266,correct,"397266 at 533 W 27th, 4 m; 3.6 implied floors on unknown stories plausible.",2026-09-21
251426,T1,high,778741,partial,"Reports 2 buildings; 778741 at 11411 S Eggleston attached; 11428 S Stewart (11,474 sq ft) 10 m away likely the second.",2026-09-21
251492,T1,high,457522,correct,"457522 at 5055 S State, 7 m; 2 stories vs 1.9 implied floors.",2026-09-21
251524,T1,high,420221,correct,"420221 at 3630 S Wells, 3 m; 2 stories vs 2.0 implied floors.",2026-09-21
251531,T1,medium,626639,correct,"626639 at 2601 W 80th, 19 m; 2.5 implied floors on 1 story is high, but no larger neighbor.",2026-09-21
251561,T1,high,826160,correct,"826160 range 1703-1707 W Morse, 4 m; 2.2 implied floors plausible.",2026-09-21
251617,T1,high,861967,partial,"Reports 4 buildings; only 861967 (2701-2711 W Foster) attached; adjoining 2700 and 2716 W Winona, nearer the coordinate, unattached.",2026-09-21
251643,T1,high,314324,correct,"314324 range 1403-1439 N Tripp, 3 m; 3 stories vs 2.7 implied floors.",2026-09-21
251689,T1,medium,859103,partial,"859103 (1431-1457 N Leamington), 1 story, gives 4.6 implied floors; touching 1400-1432 N Leclaire likely the rest, unattached.",2026-09-21
251690,T1,high,417715,partial,"Reports 2 buildings; 417715 (3517-3533 S Giles) attached, coordinate inside; touching 301 E 35th unattached; unscaled 4.0 floors on 3 stories.",2026-09-21
251719,T1,high,227453,partial,"Reports 2 buildings; 227453 at 3020 N Lamon attached; 3000 N Lamon (26,992 sq ft) 4 m away unattached.",2026-09-21
251768,T1,high,336037,correct,"336037 range 213-231 W Institute, coordinate inside; 7.3 implied floors on unknown stories plausible.",2026-09-21
251780,T1,medium,338844,partial,"338844 (731-735 N State) holds the number; 2 stories gives 6.4 implied floors, so the property's other buildings are unattached.",2026-09-21
251863,T1,high,401532,partial,"Reports 2 buildings; 401532 (2728-2738 S Kostner) attached; touching unaddressed 401911 (8,872 sq ft) unattached.",2026-09-21
251887,T1,high,370572,correct,"370572 at 1522 W Fillmore, coordinate inside; 3 stories x 21,828 sq ft holds all floor area; second building not evident.",2026-09-21
251914,T1,high,555447,correct,"555447 at 838 W Marquette, 13 m; 2 stories vs 1.8 implied floors.",2026-09-21
251964,T1,high,358459,correct,"358459 range 112-122 S Racine, coordinate inside; 3 stories vs 3.6 implied floors.",2026-09-21
252013,T1,high,329967,correct,"329967 at 900 N Franklin, 6 m; 8 stories vs 8.1 implied floors.",2026-09-21
252018,T1,high,83629,correct,"83629 at 5000 N Marine, 21 m; 15 stories vs 15.8 implied floors.",2026-09-21
252027,T1,high,636377,correct,"636377 at 8130 S California, 7 m; 2 stories vs 2.3 implied floors.",2026-09-21
252051,T1,high,382415,correct,"382415 at 320 E 21st, coordinate inside; 9 stories vs 6.8 implied floors.",2026-09-21
252075,T1,high,444832,correct,"444832 4248 W 47th exact address, 3 stories vs 3.2 implied, 22 m from coordinate; year gap not decisive.",2026-09-21
252286,T1,medium,857010,partial,"857010 at 5042 N Winthrop, 3 stories, gives 9.9 implied; with touching 5036 and 5046 N Winthrop floors fit 3.5; those unattached.",2026-09-21
252288,T1,high,355935,partial,Reports 2 buildings; 355935 range 137-143 N Parkside attached; scaled 5.1 floors on 4 stories; second building not attached.,2026-09-21
254025,T1,high,892876,correct,"892876 at 901 W 63rd, footprint name matches; 6 stories vs 6.1 implied floors.",2026-09-21
254296,T1,high,175302,correct,"175302 range 534-552 W Brompton equals property range, 1 m; 5.4 implied floors on unknown stories.",2026-09-21
256406,T1,high,815078,correct,"815078 range 375-385 E Chicago, 6 m; 7 stories vs 8.4 implied, modest excess; university-labeled.",2026-09-21
256455,T1,high,237849,correct,"237849 range 2801-2813 N Leavitt equals property range, 5 m; 4.3 implied floors on unknown stories.",2026-09-21
256765,T1,high,849839,correct,"849839 at 2750 N Elston holds the number; coordinate in adjoining 2752 N Elston; 50,000 sq ft is a placeholder.",2026-09-21
100395,T1_multi,medium,598129,partial,"Only 598129 (Building 400, 7500 S Pulaski) attached; five other 7500 S Pulaski campus footprints and the 95,510 sq ft main building 600539 unattached.",2026-09-21
101674,T1_multi,high,59247;61719,wrong,"59247 (12 stories, 1982) is a separate tower beside 61719 (14 stories); single building; 61719 alone ~768k fits, both give 1.28M.",2026-09-21
101681,T1_multi,high,46929;51236;52049,correct,"46929 main building plus 51236 parking and 52049, all name-matched complex pieces at 7435 W Talcott; 4.0 floors plausible.",2026-09-21
101807,T1_multi,high,814829;814849,wrong,"814849 (410-412 S Michigan) is the named building; 814829 (400-408, 7 stories, 1949) is a separate neighbor. One building reported; 814849 alone gives 7.2 floors.",2026-09-21
102544,T1_multi,medium,720390,partial,720390 is one of seven name-matched 10001 S Woodlawn campus footprints; others unattached; 19.6 implied floors.,2026-09-21
102585,T1_multi,high,701332;702653;703197;704889;704912;705126;705468;706205;706754;707517;708650;709177;709830,correct,Thirteen name-matched 9501 S King Dr footprints for 12 reported buildings; 2.7 floors plausible.,2026-09-21
103310,T1_multi,high,313446;314497,partial,"313446 and 314497 are 2 of 10 buildings; ~114k at 5 stories vs 583k; adjoining 312006, 310696 (5 stories) unattached.",2026-09-21
104095,T1_multi,medium,234958,correct,"234958 (4600-4630 W Diversey, 55,914 sq ft) matches 53,267 sq ft at one story; other in-range footprints 835008 and 238832 lie 135-216 m from coordinate.",2026-09-21
105044,T1_multi,high,13457;13707,unsure,"13457 (2020, 5 stories) alone fits 59k; 13707 (2000-2018, 2-story 1963) resembles Ridge Blvd row but combined also fits.",2026-09-21
105067,T1_multi,high,19503;19541;19890,wrong,"19503 (1033-1035, 14 stories, 1932) alone fits 91,600; 19541 [Crown Center] and 19890 [steam chiller plant] are university buildings.",2026-09-21
105533,T1_multi,high,852946;852947,correct,"852947 (6228-6230) and 852946 (6238-6240 N Winthrop), both 3-story 1966, span the stated range; 3.8 implied floors fits 3 stories plus basement.",2026-09-21
109510,T1_multi,medium,815791,partial,"815791 (4930-4932) is one of several in-range footprints (452816, 452348, 453047, 815759) spanning 4922-4942; 16.9 implied floors.",2026-09-21
111545,T1_multi,high,837268;837269,wrong,"837268 (2300-2314, 16 stories, 1926) is a separate older tower; single 1973 building; 837269 (2314, 1978) is the candidate.",2026-09-21
112188,T1_multi,high,400549;403959,correct,"400549 (207,534 sq ft, coordinate 9 m) plus name-matched boiler house 403959, an accessory; 1.5 floors plausible.",2026-09-21
112530,T1_multi,high,132396;133011,correct,"133011 (4240, coordinate inside) and 132396 (4242) both within 4240-4248; combined 3.7 floors plausible for one building.",2026-09-21
113335,T1_multi,medium,821185;821187,wrong,"821187 (2016-2024, 1 story, 1950) is a separate low building mostly outside 2024-2030; 821185 (2026) is the multi-story candidate.",2026-09-21
114196,T1_multi,high,302721;815195,unsure,"302721 (1550 N State Pkwy, 12 stories) alone fits floor area (10.9 floors); 815195 (1544, 3 stories) could be a wing or separate house.",2026-09-21
114455,T1_multi,high,314443;815356,correct,"Coordinate inside 314443 (1325 N Astor, 14 stories); 815356 is a 1-story structure at the same 1325 address, an accessory of the same lot.",2026-09-21
115231,T1_multi,high,4242;822228,wrong,"822228 (1211 W Sherwin, 8 stories) alone fits 59,296 sq ft (8.0 floors); 4242 (1205-1209, 9 stories, 14,743 sq ft) is a separate neighboring building.",2026-09-21
115605,T1_multi,high,523856;524998,unsure,"523856 (6250 S Park Shore East Ct, 18 stories) alone fits 150,000 sq ft; 524998 (6252-6256) resembles adjacent townhouse rows; ownership unclear from card.",2026-09-21
117348,T1_multi,high,42099;42616,wrong,"42099 (5969 N Ravenswood, 11 stories) alone fits 82,971 sq ft (10.9 floors); 42616 (5943-5969, 4 stories, 14,744 sq ft) is a separate building.",2026-09-21
117367,T1_multi,high,154671;155672,correct,"154671 and 155672 (both 6 stories, 6526 W Irving Park) give ~166k, matching 165,842 exactly.",2026-09-21
127877,T1_multi,high,842500;842502,unsure,"842500 (7530-7572, 74,407) alone fits 69k one-building mall; 842502 (7500-7510) holds 7510 but adds 33%; may be separate.",2026-09-21
134421,T1_multi,low,152842,unsure,"152842 (4612-4620, 1 story) holds a third of 117k; in-range 148382 (4640-4660, 82,525) 91 m away; partial versus wrong undecided.",2026-09-21
136695,T1_multi,high,420871;421318,correct,420871 (3 stories) plus 421318 (5 stories) give ~192k vs 186k; both within 3636-3646 S Iron.,2026-09-21
137334,T1_multi,high,859838;880499;880500;880501;880502;880503;880504;880505;880506;880507;880508,correct,"859838 (214-222, coordinate inside) is main building; ten small 222 S Racine pieces carry the same address; 3.7 floors.",2026-09-21
138514,T1_multi,high,262566;881152,unsure,"262566 [athletic center/Centennial Hall] and 881152 (2007, coordinate inside) both 2323; combined 76k exceeds 64k; hall may be separate.",2026-09-21
151835,T1_multi,high,365816;865974,unsure,"365816 (500-512 S Laramie) holds the range near the coordinate; 865974 (508-528, 57 m off) may be a wing or neighbor; stories unknown.",2026-09-21
156829,T1_multi,medium,723360;723905;724273;730418;730638;730974;735356;815681;815682;815683;852326,correct,Eleven name-matched 3700 W 103rd campus footprints for 10 reported buildings; 2.1 floors plausible.,2026-09-21
157887,T1_multi,high,326162;876119,correct,Both 326162 (4950-4952 W Thomas) and 876119 (4950 W Thomas) carry the property's number and adjoin; no sign either is a separate neighbor.,2026-09-21
158414,T1_multi,high,352220;868605,wrong,"352220 (307 N Michigan, 24 stories) is the named building and fits alone (23.1 floors); 868605 (315-323, 4 stories) is a separate neighbor.",2026-09-21
158526,T1_multi,high,880206;880565,correct,"880206 and 880565 are identical 48,941 sq ft duplicates at 540 N Michigan; one building.",2026-09-21
159534,T1_multi,high,813903;815729,correct,"813903 (420 E Ohio, 41 stories) ~280k plus 815729 base at 420 give ~370k; tower and podium.",2026-09-21
159573,T1_multi,high,261747;261765,wrong,"261747 (399-401, 18 stories) and 261765 (411 W Fullerton Pkwy, 17 stories) are separate towers; one building reported; 261747 alone fits (18.1 floors).",2026-09-21
159661,T1_multi,high,861889;861894,unsure,"861889 (3101, 15 stories) alone ~187k fits 206k; 861894 [The Kenwood] at 3121 may be a separate building; stories unknown.",2026-09-21
159896,T1_multi,low,885702,partial,885702 [Regents Park North] attached; 885703 [Regents Park South] at 5050 in range but unattached; both ~1.28M vs 1.46M.,2026-09-21
163223,T1_multi,high,757958;760072,correct,"757958 (72,450 sq ft) plus small 760072, both 10909 S Cottage Grove; 1.2 floors.",2026-09-21
172064,T1_multi,high,606498;607270,partial,"606498 (15 stories) and 607270 hold 4300 but 523k needs 27 floors; similar ~9k footprints 607298, 607375 nearby unattached.",2026-09-21
172318,T1_multi,high,318143;319298,wrong,"318143 (1319-1325 N California, 6 stories) alone fits (6.3 floors); 319298 (1307, 2-story 1901, 1,483 sq ft) is a neighboring house.",2026-09-21
172485,T1_multi,high,357477;357832,correct,"357832 (36-48, 3 stories) main plus small 357477 (50-58) holding 50; floor area high but no other candidate.",2026-09-21
172608,T1_multi,medium,263963,wrong,"263963 (1735-1741, 5,294 sq ft) needs 13 floors; in-range 264259 (1747-1829) plus 265350 (1801) total ~70k.",2026-09-21
173658,T1_multi,high,813668;813669,correct,"813668 (210-212) and 813669 (222 W Superior) span the stated range; together 6.2 floors matches 6-7 stories, while 813668 alone needs 10.3.",2026-09-21
173846,T1_multi,high,201961;826624,correct,Both 201961 and 826624 are at 3300 N Campbell and carry the matching building name; 2.1 implied floors fits.,2026-09-21
175085,T1_multi,high,875783;875785,unsure,875783 and 875785 split 1310-1316; 5.8 floors needed while adjoining pieces are 3 stories; set may be incomplete.,2026-09-21
175190,T1_multi,high,740285;740332,correct,740285 (3931-3943) and 740332 (3947-3959 W 104th) exactly cover the stated range; 2.9 implied floors plausible.,2026-09-21
175272,T1_multi,high,426363;426409,wrong,"426409 (417-419, 983 sq ft, 3-story 1886) is a separate rowhouse in an 1880s row; 426363 (405-415) alone gives 2.8 floors.",2026-09-21
175330,T1_multi,high,878804;878805;878806,correct,"878804, 878806, 878805 cover 7109-7129 S Bennett; ~18k at 3 stories ~54k vs 60k.",2026-09-21
175477,T1_multi,high,210492;210505;853943,correct,"210492, 210505, 853943 cover 1617-1629 W Belmont; 2.4 floors; 1995 six-story 882784 rightly excluded.",2026-09-21
175521,T1_multi,high,474662;475723,correct,"474662 (5454-5464) and 475723 (5466-5476 S Harper) straddle the range; together 3.6 floors fits 3 stories, 475723 alone would need 5.0.",2026-09-21
175973,T1_multi,high,34488;34533;34988;35018;35338,correct,"Five ~4,000 sq ft footprints cover 1940-1960 W Hood; 3.6 floors plausible.",2026-09-21
232458,T1_multi,high,447323;448568,correct,447323 [Harper Square North] and 448568 [Harper Square South] both name-matched in 4800-4850 range; floor area below stories.,2026-09-21
235845,T1_multi,high,322966;874109,correct,"322966 (1100-1122) name-matched, 37 stories; 874109 is a small 3,519 sq ft piece at 1122.",2026-09-21
239096,T1_multi,high,351489;351634,correct,"351489 and 351634, both 300 N State 61-story towers, for 2 reported buildings.",2026-09-21
239704,T1_multi,high,820291;820294,correct,"820291 (6 stories) and 820294 both 1000 E 53rd, adjoining; combined fits if 820294 is a low base.",2026-09-21
240019,T1_multi,high,302621;303612,correct,"302621 (1555 N Astor, 47 stories) is the tower; 303612 is the same lot's named pool and tennis structure at 1555, an accessory.",2026-09-21
242586,T1_multi,high,825064;825100,correct,"825100 (250, 35 stories) and 825064 (270, 16 stories) match 250-270 range; ~627k vs 734k.",2026-09-21
244017,T1_multi,high,350042;834535,wrong,"350042 (405 N Wabash) is the named building, but 834535 (401-413 N Wabash, 92 stories, 2005) is a separate neighboring tower.",2026-09-21
244449,T1_multi,high,880191;880200,correct,880191 (30) and 880200 (40) cover 30-40 E Huron; tower plus base plausible.,2026-09-21
244840,T1_multi,high,362564;891266,correct,"362564 (235) name-matched and 891266 (217-241), both 46 stories; likely offset records of one tower.",2026-09-21
250015,T1_multi,medium,580824,correct,"580824 (513 W 72nd, 34,163 sq ft) fits 66,458 sq ft (1.9 floors); unattached named 581136 is a small 4,379 sq ft structure.",2026-09-21
250019,T1_multi,medium,706135,correct,"706135 (9801 S Avenue G, 2 stories) ~54k vs 63k; other in-range pieces small and ~500 m away.",2026-09-21
250033,T1_multi,medium,570210,partial,"570210 (7059 S South Shore Dr) is one named piece; larger named 565826 (70,057 sq ft) at the same address is unattached; 7.0 floors implied.",2026-09-21
250038,T1_multi,high,763847;764607,partial,"Two of five reported buildings attached (763847, 764607 at 250 E 111th); adjacent unaddressed 841053 (13,653 sq ft) not attached.",2026-09-21
250054,T1_multi,high,447349;447707,correct,"447349 (91,595 sq ft) plus small 447707, both 4747 S Union; 3.4 floors.",2026-09-21
250104,T1_multi,high,153739;154766,partial,"3 buildings reported, 2 attached: 153739 (19 stories), 154766 (9 stories) ~184k vs 241k; third building not attached.",2026-09-21
251224,T1_multi,high,343478;813854,unsure,"343478 (142-148, 18 stories) ~147k fits 137k; 813854 [AOA Building] (142-162, 18 stories) triples it; duplicate or neighbor unclear.",2026-09-21
251295,T1_multi,high,45022;45710,correct,"45022 and 45710, both at 7370 W Talcott and carrying the matching name, form the property; 1.5 implied floors.",2026-09-21
251363,T1_multi,high,314871;315758,correct,"314871 (225 W Evergreen, 2 stories) fits alone (2.3 floors); 315758 at the same address is a small 1-story named school structure.",2026-09-21
251394,T1_multi,high,530233;530544;533097;538134;538320;821959,unsure,"School pieces mixed with 538134, 538320 labeled Hale Park Field House (separate park); unclear whether 821959 or 533097 is field house.",2026-09-21
251439,T1_multi,medium,722959;725125,correct,"722959 (26,465 sq ft) plus name-matched 725125; layer's 1 story understates; no other candidate.",2026-09-21
251444,T1_multi,high,798328;798601,correct,"798328 plus small 798601, both 12302 S State; 2.2 floors.",2026-09-21
251462,T1_multi,high,436282;436409,correct,"436409 plus small 436282, both 4436 S Union; 3.1 floors.",2026-09-21
251479,T1_multi,high,168348;170349,partial,"4 buildings reported; 168348 and small 170349 need 3.8 floors; unaddressed 846339 (4,052, 2006) adjacent unattached.",2026-09-21
251518,T1_multi,high,281798;281930,correct,"Both reported buildings attached: 281798 (named) and 281930, both at 2230 W McLean; 2.5 implied floors.",2026-09-21
251544,T1_multi,high,504163;504230;505055,correct,"504163, 504230, 505055 at 3826 W 58th give 2.5 floors, plausible despite 5 reported buildings.",2026-09-21
251546,T1_multi,high,197331;197410,partial,"Two of four reported buildings attached (197331, 197410 at 3425 N Major); nearby 2006 unaddressed footprints 847318 and 847319 may be the rest.",2026-09-21
251550,T1_multi,medium,648804,wrong,"Attached 648804 (8441 S Yates) is only 2,625 sq ft (36 floors implied); main 8441 footprint 647181 (26,959 sq ft) 16 m away unattached.",2026-09-21
251581,T1_multi,high,620242;621771,correct,"620242 plus name-matched 621771, both 8045 S Kenwood; 1.7 floors.",2026-09-21
251588,T1_multi,high,711137;711915,correct,711137 and 711915 both at 9912 S Avenue H; 1.9 implied floors fits a school; no neighbor attached.,2026-09-21
251598,T1_multi,high,617596;618774,correct,617596 and 618774 both name-matched school footprints covering 7901-7939 S Honore; 2.1 floors.,2026-09-21
251601,T1_multi,high,452320;453157,partial,"4 buildings; 452320 plus 453157 need 4.7 floors; 454197 (4837 S Karlov, 17,771 sq ft) adjacent unattached.",2026-09-21
251603,T1_multi,high,516565;517979,correct,516565 plus small 517979 at 6011 S Rockwell give 2.4 floors; no other school footprints nearby.,2026-09-21
251605,T1_multi,high,865286;866798,correct,"865286 (5300-5314, 3 stories) and 866798 (5300 S Hermitage) together give 3.3 floors, matching 3 stories.",2026-09-21
251666,T1_multi,high,721055;722165;722752,correct,"721055 plus name-matched 722165 and 722752, all 10015 S Leavitt; 1.9 floors.",2026-09-21
251682,T1_multi,high,233506;236317,partial,"Two of three reported buildings attached (233506, 236317 at 2941 N McVicker); named 235319 (2,738 sq ft) 10 m away unattached.",2026-09-21
251684,T1_multi,high,289729;290306,correct,"289729 plus 290306, both 1920 N Hamlin; 2.3 floors.",2026-09-21
251692,T1_multi,high,467152;470907,correct,"467152 (62,679 sq ft) plus small 470907 at 5250 S Rockwell; 2.15 floors plausible.",2026-09-21
